el|230|Χριστιανισμός - Λόγοι, δοκίμια, διαλέξεις
el|231.73|Θαύματα
el|232.083|Ιησούς Χριστός - Βιβλία για παιδιά
el|232.91|Μαρία, Θεοτόκος
el|232|Ιησούς Χριστός
el|232|Ιησούς Χριστός - Λόγοι, δοκίμια, διαλέξεις
el|232|Ιησούς Χριστός και κοινωνικά προβλήματα
el|233.5|Σώμα και ψυχή - Θρησκευτικές απόψεις
el|233.5|Σώμα, Ανθρώπινο - Θρησκευτικές απόψεις
el|233.5|Ψυχή - Θρησκευτικές απόψεις
el|234.166|Εξομολόγηση
el|234.2|Χριστιανική πίστη
el|234|Βάπτιση
el|234|Θεία Ευχαριστία
el|235.208 3|Άγιοι - Βιβλία για παιδιά
el|235.2|Άγιοι
el|235.47|Σατανάς
el|235.4|Αντίχριστος
el|236.1|Θάνατος - Ορθόδοξη Ανατολική Εκκλησία
el|240|Χριστιανική ηθική και ευλάβεια
el|241.5|Μονές - Κώδικες
el|241.63|Γάμος - Ορθόδοξη Ανατολική Εκκλησία
el|241.691|Περιβάλλον - Θρησκευτικές απόψεις
el|241|Αμαρτία
el|241|Χριστιανική ηθική
el|242.083|Προσευχές - Βιβλία για παιδιά
el|242|Προσευχές
el|246.03|Συμβολισμός - Εγκυκλοπαίδειες και λεξικά
el|246.6|Τάματα
el|246.949 5|Εικονοστάσια, Ελληνικά
el|246|Εικόνες
el|246|Συμβολισμός
el|248.32|Προσευχή
el|248.3|Θρησκευτική λατρεία
el|248.47|Ασκητισμός
el|248.4|Χριστιανική ζωή
el|250|Χριστιανική εκκλησία και τάγματα
el|251|Ρητορική, Εκκλησιαστική
el|252|Κηρύγματα
el|253.52|Ποιμαντική ψυχολογία
el|253|Ποιμαντική θεολογία
el|254.5|Ενορίες
el|255|Μοναχισμός
el|260|Εκκλησία
el|260|Χριστιανική κοινωνική και εκκλησιαστική θεολογία
el|261.836|Εκκλησία και οικολογία
el|261.8|Εκκλησία και κοινωνικά προβλήματα
el|262.130 9|Πάπας - Ιστορία
el|262.14|Νεωκόροι
el|262.24|Μοναχισμός και μοναχικές αδελφότητες ή τάγματα
el|262.4|Σύνοδοι, Οικουμενικές
el|262.809 2|Άγιο Όρος - Προσωπικές αφηγήσεις
el|262.8|Άγιο Όρος
el|262.9|Εκκλησιαστικό δίκαιο
el|262.9|Κανονικό δίκαιο
el|262|Εκκλησιολογία
el|262|Οικουμενικό Πατριαρχείο
el|263.04|Εορτές - Ελλάς, αρχαία
el|263.91|Χριστούγεννα
el|263.9|Νηστεία - Ορθόδοξη Ανατολική Εκκλησία
el|263|Εορτές
el|263|Εορτές - Λόγοι, δοκίμια, διαλέξεις
el|263|Μεγάλη Εβδομάδα
el|264.024|Συναξάρια
el|264.027|Μακαρισμοί
el|264.2|Ύμνοι
el|264.2|Ύμνοι - Κριτική, ερμηνεία κλπ
el|264.2|Ψαλτική
el|264.3|Ορθόδοξη Ανατολική Εκκλησία - Λειτουργία και τυπικό
el|264|Ακολουθίες
el|264|Θεολογία, Πρακτική
el|264|Λειτουργίες
el|265|Μετάνοια
el|266|Ιεραποστολές
el|268.3|Κατηχήσεις
el|268.819|Ορθόδοξη Ανατολική Εκκλησία - Θρησκευτική εκπαίδευση
el|268|Χριστιανική εκπαίδευση
el|270.495 6|Εκκλησιαστική ιστορία - Θεσσαλονίκη
el|270.495|Εκκλησιαστική ιστορία - Ελλάς
el|270.496|Εκκλησιαστική ιστορία - Βαλκανική χερσόνησος
el|270.499 8|Εκκλησιαστική ιστορία - Κρήτη
el|270.569 4|Εκκλησιαστική ιστορία - Παλαιστίνη
el|270|Εκκλησιαστική ιστορία
el|271.009 2|Μοναχική και θρησκευτική ζωή
el|271.009 2|Μοναχοί
el|271.791 3|Ναΐτες - Ιστορία
el|274|Ορθόδοξη Ανατολική Εκκλησία, Κυπριακή
el|280.4|Προτεσταντισμός
el|280|Χριστιανικά δόγματα
el|281.909 47|Ορθόδοξη Ανατολική Εκκλησία, Ρωσική - Ιστορία
el|281.909 495|Ορθόδοξη Ανατολική Εκκλησία, Ελληνική - Ιστορία
el|281.949 65|Ορθόδοξη Ανατολική Εκκλησία, Αλβανική
el|281.9|Ορθόδοξη Ανατολική Εκκλησία
el|281|Πατέρες της Εκκλησίας
el|281|Πατέρες της Εκκλησίας - Λόγοι, δοκίμια, διαλέξεις
el|282.092|Ioannes Paulus II, Pope, 1920-2005
el|282|Καθολική Εκκλησία
el|289.3|Μορμονισμός
el|290|Άλλες θρησκείες
el|291.130 3|Μυθολογία - Εγκυκλοπαίδειες και λεξικά
el|291.134 81|Μυθολογία, Νορβηγική
el|291.134 95|Μυθολογία, Ελληνική
el|291.134 95|Μυθολογία, Ελληνική - Ερμηνεία και κριτική
el|291.13|Μυθολογία
el|291.13|Μυθολογία - Ερμηνεία και κριτική
el|291.13|Μυθολογία - Λόγοι, δοκίμια, διαλέξεις
el|291.13|Μυθολογία και θρησκεία
el|291.175|Θρησκεία και επιστήμη
el|291.175|Φιλοσοφία και θρησκεία
el|291.175|Φιλοσοφία και θρησκεία - Λόγοι, δοκίμια, διαλέξεις
el|291.175|Ψυχολογία, Θρησκευτική
el|291.178 36|Θρησκεία και οικολογία
el|291.17|Τέχνη και θρησκεία
el|291.212|Θρησκεία και φύλο
el|291.215|Άγγελοι
el|291.23|Αθανασία
el|291.23|Εσχατολογία
el|291.23|Κόλαση
el|291.23|Παράδεισος
el|291.32|Μαντείο των Δελφών
el|291.37|Συμβολισμός - Θρησκευτικές απόψεις
el|291.562 42|Ειρήνη - Θρησκευτικές απόψεις
el|291.566|Ευνούχοι
el|291.569 7|Θάνατος - Θρησκευτικές απόψεις
el|291.56|Θεολογία, Ηθική
el|291.65|Οργανώσεις, Θρησκευτικές
el|291.7|Θρησκευτική εκπαίδευση
el|291.9|Αιρέσεις και αιρετικοί
el|291|Θρησκεία, Συγκριτική
el|291|Σαμανισμός
el|292|Παγανισμός
el|294.329|Ζεν βουδισμός
el|294.385|Ταντρισμός
el|294.3|Βουδισμός
el|294.3|Βούδας και βουδισμός
el|294.5|Ινδουισμός
el|294.5|Μυθολογία, Ινδουϊστική
el|294.5|Τσάκρα
el|296.12|Ταλμούδ
el|296.1|Μωυσής
el|296.712|Καμπαλά
el|296|Ιουδαϊσμός
el|297.092|Μουσουλμάνοι
el|297.09|Ισλάμ - Ιστορία
el|297.09|Φονταμενταλισμός
el|297.122|Κοράνι
el|297.5|Γάμος - Ισλάμ
el|297.6|Μωάμεθ, Προφήτης
el|297.82|Σιίτες
el|297|Ισλαμισμός
el|299.932|Γνωστικισμός
el|299.932|Μανδαίοι
el|299.934|Θεοσοφία
el|299.936|Σαϊεντολογία
el|299|Σιντοϊσμός
el|300.01|Κοινωνικές επιστήμες - Φιλοσοφία και θεωρία
el|300.1|Κοινωνικές επιστήμες - Μεθοδολογία
el|300.3|Κοινωνικές επιστήμες - Εγκυκλοπαίδειες και λεξικά
el|300.4|Κοινωνικές επιστήμες - Λόγοι, δοκίμια, διαλέξεις
el|300|Κοινωνικές επιστήμες
el|301.014 21|Κοινωνιολογία - Ορολογία - Αγγλικά
el|301.01|Κοινωνιολογία - Μεθοδολογία
el|301.03|Κοινωνιολογία - Εγκυκλοπαίδειες και λεξικά
el|301.07|Ανθρωπολογία - Σπουδή και διδασκαλία
el|301.07|Κοινωνιολογία - Σπουδή και διδασκαλία
el|301.09|Κοινωνιολογία - Ιστορία
el|301|Άνθρωπος
el|301|Ανθρωπολογία
